rank,school_name,school_city,school_state,rating,score,earnings_10yr,pred_earnings_10yr_ols,public,score_sat_act,pell_grant_pct,born_in_usa_pct,female_pct,region_high_inc,urban_area,enrollment,black_or_hispanic_pct,overage23,median_hh_income,avg_sat_2011,median_act_2011,avg_net_price_2011,avg_net_price_lowinc_2011,admission_rate_2011,completion_rate_6yr_2011
877,Hiram College,Hiram,OH,2.0,-0.74,39000.0,42183.0,0,0.38,0.46,0.96,0.59,0,1,1159.0,0.12,0.18,62467.0,1036.0,22.0,21266.0,17308.0,0.63,0.66
878,Eastern Michigan University,Ypsilanti,MI,2.0,-0.74,37300.0,40362.0,1,-0.75,0.57,0.93,0.62,0,1,18429.0,0.22,0.23,68888.0,974.0,21.0,12897.0,11140.0,0.66,0.4
879,East Tennessee State University,Johnson City,TN,2.0,-0.75,34000.0,36806.0,1,-0.45,0.7,0.98,0.58,0,1,8986.0,0.06,0.3,46408.0,1006.0,22.0,13407.0,11364.0,0.85,0.44
880,Berry College,Mount Berry,GA,2.0,-0.75,37700.0,40841.0,0,0.58,0.46,0.93,0.68,0,1,1832.0,0.19,0.04,69251.0,1170.0,26.0,19174.0,15873.0,0.62,0.57
881,Fort Lewis College,Durango,CO,2.0,-0.75,34000.0,36806.0,1,-0.95,0.62,0.94,0.51,0,0,4232.0,0.13,0.2,60552.0,1045.0,23.0,13991.0,12151.0,0.71,0.37
882,Bowling Green State University-Main Campus,Bowling Green,OH,2.0,-0.75,39000.0,42216.0,1,-0.42,0.44,0.96,0.59,0,1,15517.0,0.09,0.1,63945.0,1009.0,22.0,16601.0,13699.0,0.76,0.58
883,Westfield State University,Westfield,MA,2.0,-0.77,43300.0,46976.0,1,-0.33,0.37,0.9,0.58,1,1,4062.0,0.1,0.11,71263.0,1015.0,22.0,14826.0,10214.0,0.61,0.58
884,McPherson College,McPherson,KS,2.0,-0.77,35500.0,38522.0,0,-0.9,0.58,0.92,0.41,0,0,387.0,0.23,0.1,52817.0,980.0,21.0,18497.0,16014.0,0.57,0.46
885,University of Cincinnati-Main Campus,Cincinnati,OH,2.0,-0.77,39400.0,42737.0,1,-0.15,0.55,0.96,0.56,0,1,18650.0,0.17,0.24,63300.0,1135.0,25.0,20494.0,15411.0,0.65,0.5
886,William Paterson University of New Jersey,Wayne,NJ,2.0,-0.77,44300.0,48077.0,1,-0.54,0.52,0.78,0.59,1,1,8708.0,0.29,0.16,79031.0,1000.0,,14076.0,9249.0,0.62,0.46
887,Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,2.0,-0.77,30200.0,32761.0,0,-0.75,0.61,0.97,1.0,0,0,1384.0,0.07,0.67,55826.0,980.0,23.0,19138.0,13044.0,0.51,0.57
888,St Mary's College of Maryland,St. Mary's City,MD,2.0,-0.77,48200.0,52281.0,1,1.32,0.29,0.9,0.63,1,1,1569.0,0.21,0.07,85879.0,1221.0,27.0,20473.0,8164.0,0.65,0.79
889,Malone University,Canton,OH,2.0,-0.78,38500.0,41823.0,0,0.08,0.46,0.97,0.61,0,1,1789.0,0.08,0.29,58832.0,1058.0,23.0,17231.0,14244.0,0.75,0.59
890,Keene State College,Keene,NH,2.0,-0.78,39900.0,43359.0,1,-0.64,0.35,0.94,0.6,1,0,4026.0,0.04,0.07,73150.0,999.0,21.0,17110.0,12213.0,0.75,0.58
891,Bethany Lutheran College,Mankato,MN,2.0,-0.78,34000.0,36935.0,0,-0.42,0.58,0.96,0.52,0,1,401.0,0.05,0.03,61442.0,1105.0,24.0,16974.0,11191.0,0.84,0.51
892,Lipscomb University,Nashville,TN,2.0,-0.78,39000.0,42383.0,0,0.23,0.42,0.94,0.6,0,1,2395.0,0.15,0.09,63575.0,1134.0,25.0,19347.0,15701.0,0.51,0.63
893,Saint Michael's College,Colchester,VT,2.0,-0.79,46300.0,50371.0,0,0.54,0.27,0.93,0.56,1,1,1951.0,0.05,0.01,76322.0,1149.0,25.0,26386.0,17678.0,0.78,0.82
894,Western Washington University,Bellingham,WA,2.0,-0.79,43200.0,47000.0,1,0.25,0.5,0.89,0.61,1,1,11647.0,0.08,0.17,65507.0,1117.0,25.0,14446.0,8740.0,0.78,0.73
895,Bethune-Cookman University,Daytona Beach,FL,2.0,-0.79,28700.0,31217.0,0,-2.44,0.83,0.83,0.57,0,1,2724.0,0.52,0.07,49075.0,834.0,18.0,16721.0,16093.0,0.67,0.37
896,Bethel College-Indiana,Mishawaka,IN,2.0,-0.8,36500.0,39719.0,0,-0.06,0.56,0.95,0.64,0,1,1541.0,0.11,0.33,60548.0,1031.0,23.0,16214.0,13689.0,0.69,0.51
897,Missouri Southern State University,Joplin,MO,2.0,-0.8,32800.0,35717.0,1,-0.42,0.75,0.97,0.59,0,1,5899.0,0.05,0.35,44837.0,990.0,21.0,8007.0,8022.0,0.97,0.33
898,University of North Carolina Wilmington,Wilmington,NC,2.0,-0.8,38700.0,42143.0,1,0.29,0.5,0.94,0.63,0,1,9467.0,0.21,0.17,60295.0,1150.0,24.0,11169.0,6581.0,0.57,0.67
899,Centenary College,Hackettstown,NJ,2.0,-0.8,41600.0,45302.0,0,-1.24,0.37,0.87,0.73,1,1,1453.0,0.17,0.41,86297.0,908.0,19.0,27449.0,25451.0,0.88,0.49
900,Webber International University,Babson Park,FL,2.0,-0.81,35800.0,39023.0,0,-1.47,0.6,0.87,0.48,0,1,451.0,0.26,0.2,52662.0,922.0,19.0,16613.0,15689.0,0.55,0.35
901,Fort Valley State University,Fort Valley,GA,2.0,-0.81,28900.0,31484.0,1,-1.3,0.81,0.94,0.59,0,1,2049.0,0.53,0.18,49562.0,822.0,17.0,12525.0,11705.0,0.58,0.33
902,California State University-Fullerton,Fullerton,CA,2.0,-0.81,46500.0,50654.0,1,-0.66,0.68,0.69,0.63,1,1,25261.0,0.42,0.3,73336.0,998.0,21.0,5796.0,2121.0,0.45,0.5
903,Delaware Valley University,Doylestown,PA,2.0,-0.82,42200.0,46064.0,0,-0.69,0.38,0.93,0.48,1,1,1668.0,0.11,0.1,74469.0,1023.0,24.0,22570.0,20250.0,0.74,0.55
904,McDaniel College,Westminster,MD,2.0,-0.82,44600.0,48676.0,0,0.41,0.33,0.93,0.56,1,1,1567.0,0.16,0.04,79088.0,1090.0,23.0,19264.0,11395.0,0.75,0.74
905,Seattle Pacific University,Seattle,WA,2.0,-0.82,43900.0,47870.0,0,0.66,0.38,0.88,0.67,1,1,2753.0,0.1,0.09,70726.0,1147.0,25.0,23625.0,19346.0,0.8,0.74
906,Defiance College,Defiance,OH,2.0,-0.83,37000.0,40425.0,0,-0.42,0.43,0.97,0.53,0,0,880.0,0.08,0.16,60250.0,964.0,21.0,20362.0,18017.0,0.67,0.51
907,Houghton College,Houghton,NY,2.0,-0.83,39200.0,42825.0,0,0.78,0.52,0.95,0.63,1,0,1380.0,0.08,0.21,60015.0,1139.0,25.0,20286.0,16189.0,0.72,0.69
908,SUNY College of Environmental Science and Forestry,Syracuse,NY,2.0,-0.83,44600.0,48731.0,1,0.7,0.54,0.92,0.37,1,1,1174.0,0.12,0.13,61189.0,1165.0,25.0,16175.0,10291.0,0.47,0.66
909,Macalester College,Saint Paul,MN,2.0,-0.83,45700.0,49894.0,0,2.27,0.34,0.91,0.64,0,1,1785.0,0.13,0.01,67717.0,1353.0,30.0,22271.0,12480.0,0.35,0.87
910,Florida Atlantic University,Boca Raton,FL,2.0,-0.84,41400.0,45244.0,1,-0.3,0.67,0.77,0.64,0,1,17547.0,0.33,0.34,62216.0,1067.0,23.0,8227.0,7674.0,0.35,0.43
911,Northern Arizona University,Flagstaff,AZ,2.0,-0.84,38800.0,42400.0,1,-0.08,0.59,0.9,0.61,0,1,13361.0,0.21,0.27,58417.0,1058.0,23.0,12697.0,9283.0,0.65,0.52
912,University of Georgia,Athens,GA,2.0,-0.84,46500.0,50837.0,1,1.43,0.44,0.92,0.58,0,1,24401.0,0.24,0.09,69406.0,1225.0,27.0,8200.0,4941.0,0.59,0.83
913,The College of Idaho,Caldwell,ID,2.0,-0.85,38900.0,42591.0,0,0.54,0.46,0.92,0.57,0,1,778.0,0.11,0.04,57291.0,1113.0,25.0,17133.0,13740.0,0.65,0.63
914,Clark University,Worcester,MA,2.0,-0.85,44100.0,48257.0,0,0.87,0.43,0.87,0.64,1,1,1963.0,0.12,0.11,74716.0,,,22458.0,16577.0,0.68,0.8
915,Coastal Carolina University,Conway,SC,2.0,-0.85,36200.0,39632.0,1,-0.37,0.53,0.95,0.57,0,1,4443.0,0.17,0.16,61274.0,977.0,20.0,12853.0,10876.0,0.74,0.46
916,Indiana University-Bloomington,Bloomington,IN,2.0,-0.86,45300.0,49630.0,1,0.31,0.39,0.94,0.54,0,1,29125.0,0.11,0.08,67165.0,1182.0,27.0,12884.0,5226.0,0.72,0.72
917,Azusa Pacific University,Azusa,CA,2.0,-0.86,49000.0,53675.0,0,0.06,0.37,0.8,0.67,1,1,3653.0,0.32,0.41,72149.0,1098.0,24.0,25890.0,20506.0,0.51,0.63
918,Western Carolina University,Cullowhee,NC,2.0,-0.86,35100.0,38467.0,1,-0.54,0.55,0.95,0.54,0,0,5557.0,0.14,0.15,54948.0,1035.0,22.0,9888.0,6192.0,0.39,0.5
919,New Mexico State University-Main Campus,Las Cruces,NM,2.0,-0.86,33800.0,37030.0,1,-0.75,0.81,0.86,0.59,0,1,11712.0,0.52,0.27,44575.0,982.0,21.0,9797.0,8160.0,0.8,0.46
920,Westmont College,Santa Barbara,CA,2.0,-0.86,48300.0,52904.0,0,1.2,0.29,0.85,0.65,1,1,1355.0,0.2,0.01,79562.0,1188.0,26.0,22991.0,20685.0,0.61,0.77
921,Arizona State University-Tempe,Tempe,AZ,2.0,-0.87,45200.0,49571.0,1,0.23,0.58,0.87,0.56,0,1,34095.0,0.22,0.27,67648.0,1099.0,24.0,9914.0,7063.0,0.87,0.57
922,Whittier College,Whittier,CA,2.0,-0.87,45100.0,49484.0,0,0.02,0.49,0.75,0.58,1,1,1268.0,0.4,0.1,69861.0,1067.0,23.0,23920.0,19576.0,0.71,0.55
923,George Fox University,Newberg,OR,2.0,-0.87,43300.0,47474.0,0,0.57,0.49,0.91,0.58,1,1,1635.0,0.1,0.27,64839.0,1108.0,24.0,22199.0,17765.0,0.8,0.62
924,Chaminade University of Honolulu,Honolulu,HI,2.0,-0.88,37300.0,40949.0,0,-0.81,0.66,0.81,0.73,1,1,1850.0,0.15,0.4,70795.0,952.0,21.0,17728.0,15240.0,0.9,0.38
925,Curry College,Milton,MA,2.0,-0.88,43600.0,47878.0,0,-0.85,0.39,0.87,0.53,1,1,1467.0,0.14,0.22,77011.0,921.0,21.0,29142.0,24381.0,0.72,0.48
926,Kalamazoo College,Kalamazoo,MI,2.0,-0.88,49400.0,54242.0,0,1.78,0.17,0.93,0.55,0,1,1352.0,0.1,0.0,74420.0,1241.0,28.0,23855.0,14124.0,0.69,0.81
927,CUNY City College,New York,NY,2.0,-0.9,44500.0,48951.0,1,-0.54,0.88,0.57,0.53,1,1,7592.0,0.68,0.38,47240.0,1065.0,,4518.0,3127.0,0.3,0.4
928,Maryville College,Maryville,TN,2.0,-0.91,36500.0,40191.0,0,0.22,0.51,0.96,0.56,0,1,1026.0,0.1,0.1,55782.0,1115.0,25.0,15624.0,13336.0,0.66,0.54
929,Grinnell College,Grinnell,IA,2.0,-0.91,45600.0,50240.0,0,2.34,0.33,0.91,0.57,0,0,1287.0,0.17,0.0,65727.0,1330.0,30.0,18017.0,9276.0,0.45,0.88
930,Belhaven University,Jackson,MS,2.0,-0.91,37900.0,41745.0,0,0.55,0.63,0.96,0.64,0,1,1633.0,0.4,0.59,54391.0,1028.0,22.0,21559.0,22672.0,0.48,0.48
931,University of Northern Colorado,Greeley,CO,2.0,-0.91,39000.0,42963.0,1,-0.25,0.45,0.91,0.62,0,1,9604.0,0.18,0.15,68717.0,1033.0,22.0,16053.0,13472.0,0.73,0.46
932,Eastern University,Saint Davids,PA,2.0,-0.92,42800.0,47209.0,0,0.22,0.4,0.92,0.67,1,1,2036.0,0.2,0.33,68794.0,1050.0,21.0,21621.0,18965.0,0.74,0.66
933,North Park University,Chicago,IL,2.0,-0.92,41400.0,45650.0,0,-0.25,0.46,0.81,0.61,0,1,1573.0,0.27,0.22,68353.0,1030.0,22.0,20425.0,16179.0,0.47,0.52
934,Wisconsin Lutheran College,Milwaukee,WI,2.0,-0.93,37300.0,41189.0,0,0.54,0.45,0.95,0.6,0,1,664.0,0.11,0.02,65982.0,1092.0,24.0,16495.0,12337.0,0.65,0.63
935,University of Hartford,West Hartford,CT,2.0,-0.94,45900.0,50734.0,0,-0.08,0.34,0.85,0.55,1,1,5108.0,0.18,0.07,82344.0,1055.0,,25963.0,21878.0,0.62,0.55
936,Methodist University,Fayetteville,NC,2.0,-0.94,39600.0,43770.0,0,-0.71,0.54,0.91,0.43,0,1,1808.0,0.32,0.35,56074.0,967.0,20.0,26260.0,22998.0,0.62,0.37
937,Carleton College,Northfield,MN,2.0,-0.95,46100.0,51015.0,0,2.32,0.32,0.9,0.57,0,0,1922.0,0.14,0.01,70132.0,1400.0,31.0,27320.0,16078.0,0.31,0.93
938,University of Sioux Falls,Sioux Falls,SD,2.0,-0.95,36900.0,40826.0,0,-0.42,0.47,0.96,0.53,0,1,1122.0,0.04,0.18,57173.0,1083.0,24.0,18522.0,16467.0,0.73,0.59
939,Pitzer College,Claremont,CA,2.0,-0.96,45300.0,50168.0,0,1.2,0.51,0.77,0.69,1,1,921.0,0.32,0.17,73482.0,1287.0,,21859.0,11655.0,0.24,0.81
940,Lawrence University,Appleton,WI,2.0,-0.97,42800.0,47457.0,0,1.56,0.37,0.94,0.57,0,1,1283.0,0.08,0.02,71378.0,,,23167.0,16714.0,0.53,0.77
941,Florida Southern College,Lakeland,FL,2.0,-0.97,37600.0,41682.0,0,-0.0,0.51,0.89,0.63,0,1,2441.0,0.2,0.17,59198.0,1102.0,25.0,24616.0,24947.0,0.65,0.55
942,Centenary College of Louisiana,Shreveport,LA,2.0,-0.97,39300.0,43554.0,0,0.89,0.38,0.95,0.63,0,1,893.0,0.27,0.03,55234.0,1100.0,24.0,21027.0,11960.0,0.63,0.58
943,Hendrix College,Conway,AR,2.0,-0.97,40500.0,44892.0,0,1.48,0.43,0.94,0.57,0,1,967.0,0.17,0.0,57597.0,1292.0,30.0,18995.0,14738.0,0.82,0.73
944,Union College,Lincoln,NE,2.0,-0.98,33300.0,36970.0,0,0.08,0.64,0.94,0.6,0,1,885.0,0.1,0.1,58708.0,1030.0,22.0,13261.0,15369.0,0.57,0.51
945,Southern Oregon University,Ashland,OR,2.0,-0.98,37300.0,41392.0,1,-0.2,0.64,0.93,0.57,1,1,4554.0,0.08,0.27,54128.0,1015.0,22.0,12935.0,10370.0,0.59,0.33
946,Stephens College,Columbia,MO,2.0,-0.99,30700.0,34097.0,0,-0.13,0.49,0.94,0.95,0,1,565.0,0.14,0.08,62867.0,1078.0,24.0,20231.0,20506.0,0.68,0.55
947,University of the Ozarks,Clarksville,AR,2.0,-0.99,31100.0,34534.0,0,0.01,0.69,0.95,0.6,0,0,654.0,0.11,0.12,48800.0,1059.0,23.0,15199.0,13080.0,0.85,0.46
948,Castleton University,Castleton,VT,2.0,-1.0,34600.0,38462.0,1,-0.91,0.5,0.96,0.63,1,0,1484.0,0.03,0.15,61175.0,962.0,20.0,15205.0,11867.0,0.86,0.5
949,Calvin College,Grand Rapids,MI,2.0,-1.0,40900.0,45495.0,0,0.87,0.4,0.92,0.58,0,1,4117.0,0.13,0.03,70146.0,1181.0,26.0,23255.0,17878.0,0.75,0.77
950,Mills College,Oakland,CA,2.0,-1.01,39000.0,43433.0,0,0.56,0.54,0.78,0.97,1,1,742.0,0.28,0.35,71357.0,1177.0,27.0,24990.0,18399.0,0.57,0.57
951,Ashland University,Ashland,OH,2.0,-1.01,39200.0,43657.0,0,-0.19,0.38,0.96,0.63,0,1,2716.0,0.09,0.34,61520.0,1041.0,23.0,22130.0,18907.0,0.72,0.61
952,Boise State University,Boise,ID,2.0,-1.01,35300.0,39309.0,1,-0.67,0.72,0.93,0.55,0,1,13968.0,0.09,0.41,57488.0,1048.0,23.0,11335.0,9462.0,0.85,0.31
953,Missouri Valley College,Marshall,MO,2.0,-1.01,33400.0,37165.0,0,-1.21,0.61,0.94,0.37,0,0,1341.0,0.17,0.09,53515.0,910.0,19.0,14367.0,12977.0,0.5,0.26
954,Webster University,Saint Louis,MO,2.0,-1.02,39400.0,43919.0,0,0.38,0.47,0.94,0.64,0,1,3654.0,0.17,0.36,65912.0,1119.0,24.0,29291.0,21663.0,0.72,0.61
955,University of Northwestern-St Paul,Saint Paul,MN,2.0,-1.03,35300.0,39401.0,0,0.08,0.56,0.95,0.62,0,1,2029.0,0.05,0.24,68260.0,1107.0,24.0,19713.0,16476.0,0.75,0.63
956,Western State Colorado University,Gunnison,CO,2.0,-1.03,36500.0,40728.0,1,-0.5,0.54,0.93,0.41,0,0,2189.0,0.13,0.13,65997.0,1015.0,22.0,12919.0,9968.0,0.93,0.39
957,Gordon College,Wenham,MA,2.0,-1.03,41600.0,46411.0,0,1.12,0.39,0.92,0.67,1,1,1600.0,0.07,0.01,76036.0,1172.0,25.0,24385.0,21791.0,0.4,0.74
958,Connecticut College,New London,CT,2.0,-1.04,51000.0,56972.0,0,2.3,0.28,0.88,0.62,1,1,1743.0,0.12,0.04,81660.0,,,28343.0,9055.0,0.32,0.84
959,Cedarville University,Cedarville,OH,2.0,-1.05,40900.0,45747.0,0,0.92,0.35,0.95,0.55,0,1,2913.0,0.08,0.01,65759.0,1194.0,27.0,20078.0,15918.0,0.75,0.68
960,University of Vermont,Burlington,VT,2.0,-1.06,44000.0,49232.0,1,0.59,0.37,0.92,0.59,1,1,7463.0,0.05,0.1,72880.0,1191.0,27.0,13964.0,7444.0,0.75,0.72
961,The College of New Rochelle,New Rochelle,NY,2.0,-1.06,37400.0,41874.0,0,-0.97,0.92,0.64,0.87,1,1,5081.0,0.82,0.81,42339.0,989.0,22.0,30662.0,30930.0,0.72,0.29
962,Florida State University,Tallahassee,FL,2.0,-1.06,44000.0,49250.0,1,0.87,0.55,0.85,0.59,0,1,26959.0,0.28,0.11,60000.0,1203.0,27.0,10577.0,7003.0,0.58,0.74
963,Belmont Abbey College,Belmont,NC,2.0,-1.06,39200.0,43871.0,0,-0.44,0.41,0.93,0.57,0,1,856.0,0.19,0.31,63909.0,1013.0,23.0,21972.0,20775.0,0.64,0.38
964,Mercyhurst University,Erie,PA,2.0,-1.07,38500.0,43154.0,0,-0.37,0.45,0.96,0.62,1,1,3153.0,0.08,0.21,57195.0,1071.0,24.0,24843.0,24810.0,0.76,0.62
965,Bryan College-Dayton,Dayton,TN,2.0,-1.07,35500.0,39782.0,0,0.37,0.52,0.95,0.6,0,0,599.0,0.13,0.19,58425.0,1080.0,23.0,15023.0,11245.0,0.57,0.56
966,Colorado Christian University,Lakewood,CO,2.0,-1.07,40500.0,45394.0,0,-0.01,0.44,0.91,0.6,0,1,1633.0,0.17,0.41,69234.0,,,22296.0,20859.0,0.81,0.42
967,Covenant College,Lookout Mountain,GA,2.0,-1.07,39800.0,44608.0,0,0.83,0.53,0.94,0.61,0,1,1149.0,0.16,0.43,62643.0,1181.0,26.0,19894.0,16333.0,0.6,0.51
968,Flagler College-St Augustine,Saint Augustine,FL,2.0,-1.11,37200.0,41843.0,0,0.34,0.45,0.91,0.68,0,1,1852.0,0.17,0.14,62244.0,1113.0,24.0,18957.0,13743.0,0.4,0.6
969,Missouri State University-Springfield,Springfield,MO,2.0,-1.11,37200.0,41840.0,1,0.25,0.54,0.97,0.57,0,1,13946.0,0.06,0.16,54339.0,1106.0,24.0,13030.0,9477.0,0.83,0.55
970,University of Kentucky,Lexington,KY,2.0,-1.11,41500.0,46704.0,1,0.54,0.43,0.96,0.57,0,1,16739.0,0.1,0.2,54679.0,1141.0,25.0,12765.0,8139.0,0.69,0.59
971,Ohio Valley University,Vienna,WV,2.0,-1.11,34000.0,38235.0,0,-0.95,0.59,0.96,0.51,0,1,451.0,0.06,0.3,50925.0,991.0,21.0,16450.0,15781.0,0.46,0.4
972,University of Southern Maine,Portland,ME,2.0,-1.11,36500.0,41050.0,1,-0.5,0.57,0.95,0.62,1,1,6642.0,0.02,0.27,56862.0,989.0,21.0,20669.0,18398.0,0.78,0.33
973,Humboldt State University,Arcata,CA,2.0,-1.12,36200.0,40754.0,1,-0.04,0.75,0.87,0.56,1,0,6542.0,0.19,0.3,56856.0,1030.0,22.0,12918.0,9004.0,0.83,0.4
974,University of Maine,Orono,ME,2.0,-1.12,38700.0,43609.0,1,0.16,0.54,0.96,0.53,1,1,7484.0,0.02,0.1,54144.0,1078.0,24.0,19188.0,16358.0,0.78,0.6
975,Marymount Manhattan College,New York,NY,2.0,-1.12,39500.0,44507.0,0,-0.27,0.52,0.77,0.77,1,1,2431.0,0.33,0.19,69584.0,1060.0,24.0,29547.0,25754.0,0.79,0.4
976,Eckerd College,Saint Petersburg,FL,2.0,-1.13,40800.0,46024.0,0,0.55,0.45,0.9,0.61,0,1,1563.0,0.16,0.31,66588.0,1130.0,25.0,27672.0,22969.0,0.68,0.63
977,Manhattanville College,Purchase,NY,2.0,-1.13,46300.0,52231.0,0,1.69,0.4,0.8,0.71,1,1,1576.0,0.26,0.06,82463.0,,,21854.0,16955.0,0.6,0.56
978,Northwest University,Kirkland,WA,2.0,-1.13,40200.0,45314.0,0,-0.38,0.43,0.89,0.63,1,1,1046.0,0.09,0.24,69172.0,1036.0,23.0,19435.0,17266.0,0.62,0.51
979,University of Hawaii at Hilo,Hilo,HI,2.0,-1.14,34500.0,38945.0,1,0.25,0.78,0.88,0.62,1,0,2581.0,0.12,0.32,58327.0,976.0,21.0,8797.0,6364.0,0.71,0.37
980,Taylor University,Upland,IN,2.0,-1.14,38600.0,43579.0,0,1.2,0.47,0.95,0.52,0,0,1844.0,0.09,0.07,66794.0,1171.0,26.0,23331.0,16495.0,0.84,0.8
981,Anderson University,Anderson,SC,2.0,-1.15,32800.0,37071.0,0,-0.65,0.55,0.96,0.62,0,1,1271.0,0.21,0.2,55008.0,1053.0,23.0,15572.0,14207.0,0.73,0.48
982,University of Maine at Farmington,Farmington,ME,2.0,-1.15,33200.0,37513.0,1,-0.17,0.57,0.96,0.68,1,0,2207.0,0.02,0.11,54186.0,,,16350.0,13517.0,0.82,0.59
983,Ohio Wesleyan University,Delaware,OH,2.0,-1.15,41000.0,46348.0,0,1.24,0.38,0.94,0.56,0,1,1860.0,0.12,0.01,72318.0,1165.0,26.0,25453.0,21296.0,0.7,0.61
984,Franklin Pierce University,Rindge,NH,2.0,-1.16,38000.0,43004.0,0,-0.58,0.48,0.92,0.59,1,0,1536.0,0.07,0.31,71862.0,963.0,21.0,25310.0,23280.0,0.93,0.49
985,Catawba College,Salisbury,NC,2.0,-1.16,36600.0,41411.0,0,-0.54,0.51,0.94,0.54,0,1,1435.0,0.21,0.31,59820.0,935.0,,21631.0,18714.0,0.42,0.54
986,Plymouth State University,Plymouth,NH,2.0,-1.16,37700.0,42648.0,1,-0.84,0.4,0.94,0.52,1,0,3429.0,0.04,0.05,71186.0,966.0,20.0,17063.0,12260.0,0.74,0.59
987,Pomona College,Claremont,CA,2.0,-1.17,52600.0,59575.0,0,3.14,0.41,0.82,0.54,1,1,1548.0,0.22,0.01,74929.0,1455.0,33.0,16023.0,5164.0,0.14,0.95
988,Concordia University-Irvine,Irvine,CA,2.0,-1.19,42100.0,47768.0,0,-0.52,0.43,0.78,0.68,1,1,1112.0,0.27,0.23,79528.0,1017.0,22.0,22817.0,17727.0,0.76,0.51
989,Colorado College,Colorado Springs,CO,2.0,-1.21,41100.0,46724.0,0,1.74,0.43,0.9,0.61,0,1,1455.0,0.17,0.02,71473.0,1349.0,31.0,24830.0,10232.0,0.26,0.88
990,North Greenville University,Tigerville,SC,2.0,-1.22,31200.0,35523.0,0,-0.54,0.67,0.96,0.45,0,0,1097.0,0.22,0.07,54386.0,1113.0,25.0,14847.0,14740.0,0.58,0.46
991,University of Central Florida,Orlando,FL,2.0,-1.23,43000.0,49003.0,1,0.49,0.59,0.84,0.59,0,1,29726.0,0.25,0.21,61068.0,1185.0,26.0,10559.0,7554.0,0.45,0.63
992,Franciscan University of Steubenville,Steubenville,OH,2.0,-1.25,35500.0,40560.0,0,0.44,0.54,0.93,0.6,0,1,1715.0,0.12,0.09,65567.0,1172.0,26.0,23345.0,18965.0,0.76,0.71
993,Erskine College,Due West,SC,2.0,-1.26,36000.0,41176.0,0,0.62,0.44,0.96,0.55,0,0,573.0,0.24,0.01,56683.0,1024.0,22.0,13667.0,14367.0,0.67,0.55
994,Lane College,Jackson,TN,2.0,-1.27,25000.0,28612.0,0,-2.49,0.88,0.95,0.48,0,1,675.0,0.58,0.08,45630.0,760.0,16.0,8984.0,8710.0,0.33,0.34
995,Edinboro University of Pennsylvania,Edinboro,PA,2.0,-1.27,33900.0,38781.0,1,-1.07,0.59,0.97,0.56,1,1,6578.0,0.07,0.17,53097.0,938.0,20.0,15886.0,12712.0,0.75,0.51
996,Wingate University,Wingate,NC,2.0,-1.27,37000.0,42326.0,0,-0.28,0.42,0.93,0.53,0,1,396.0,0.2,0.09,66937.0,1014.0,22.0,15645.0,13232.0,0.81,0.53
997,Point Park University,Pittsburgh,PA,2.0,-1.27,37900.0,43368.0,0,-0.35,0.53,0.96,0.57,1,1,2590.0,0.13,0.36,54210.0,1020.0,23.0,20865.0,17579.0,0.75,0.5
998,Tabor College,Hillsboro,KS,2.0,-1.28,34400.0,39418.0,0,-0.08,0.58,0.95,0.49,0,0,522.0,0.12,0.21,56760.0,1016.0,22.0,19862.0,18149.0,0.91,0.52
999,Middle Tennessee State University,Murfreesboro,TN,2.0,-1.29,36100.0,41385.0,1,-0.25,0.6,0.95,0.55,0,1,18012.0,0.17,0.21,58493.0,1005.0,22.0,8480.0,5830.0,0.7,0.45
1000,University of Oregon,Eugene,OR,2.0,-1.29,41600.0,47684.0,1,0.41,0.54,0.91,0.55,1,1,14695.0,0.09,0.18,60580.0,1108.0,25.0,15014.0,10691.0,0.79,0.66
1001,Mount Ida College,Newton,MA,2.0,-1.32,34700.0,39936.0,0,-1.74,0.52,0.85,0.64,1,1,1315.0,0.18,0.14,73419.0,854.0,17.0,26468.0,22939.0,0.75,0.44
1002,Massachusetts College of Liberal Arts,North Adams,MA,2.0,-1.33,36400.0,41934.0,1,-0.36,0.54,0.92,0.58,1,1,1252.0,0.09,0.17,62490.0,999.0,21.0,13205.0,9764.0,0.67,0.53
1003,Chapman University,Orange,CA,2.0,-1.33,51800.0,59630.0,0,0.8,0.34,0.81,0.64,1,1,3115.0,0.29,0.58,71703.0,1208.0,27.0,31451.0,22535.0,0.45,0.72
1004,Lenoir-Rhyne University,Hickory,NC,2.0,-1.33,36900.0,42519.0,0,0.23,0.45,0.94,0.63,0,1,1316.0,0.16,0.23,58090.0,998.0,21.0,17986.0,15477.0,0.72,0.47
1005,Huston-Tillotson University,Austin,TX,2.0,-1.34,30500.0,35155.0,0,-1.98,0.74,0.84,0.53,0,1,131.0,0.56,0.24,54556.0,816.0,17.0,16228.0,16238.0,0.9,0.2
1006,College of the Ozarks,Point Lookout,MO,2.0,-1.34,31700.0,36530.0,0,-0.42,0.52,0.98,0.58,0,0,1387.0,0.05,0.07,45342.0,1052.0,23.0,10506.0,9945.0,0.09,0.54
1007,Greensboro College,Greensboro,NC,2.0,-1.36,35100.0,40533.0,0,-0.95,0.5,0.92,0.5,0,1,1139.0,0.24,0.19,63907.0,934.0,20.0,27305.0,23849.0,0.51,0.4
